Vehicle Selection Mode,--,Network-wide,--
,,84_86, 0.01
,,92_94, 0.01
,,96_98, 0.01
Category,Travel Time Bin (2 min Interval),Skew Index: (90th %ile-median)/(median-10th %ile),
,,0_2, 1.13
,,2_4, 1.22
,,4_6, 1.37
,,6_8, 1.19
,,8_10, 0.96
,,10_12, 1.00
,,12_14, 0.95
,,14_16, 0.93
,,16_18, 1.19
,,18_20, 1.07
,,20_22, 0.49
,,22_24, 1.15
,,24_26, 0.99
,,26_28, 1.01
,,28_30, 0.98
,,30_32, 1.05
,,32_34, 1.12
,,34_36, 0.81
,,36_38, 1.16
,,38_40, 0.89
,,40_42, 1.21
,,42_44, 1.20
,,44_46, 0.95
,,46_48, 1.08
,,48_50, 1.03
,,50_52, 1.38
,,52_54, 1.11
,,54_56, 1.06
,,56_58, 1.16
,,58_60, 0.83
,,60_62, 1.58
,,62_64, 0.81
,,64_66, 1.00
,,66_68, 0.81
,,68_70, 1.24
,,70_72, 0.88
,,72_74, 1.10
,,74_76, 1.09
,,76_78, 0.95
,,78_80, 1.03
,,80_82, 0.88
,,82_84, 1.02
,,84_86, 1.45
,,86_88, 1.03
,,88_90, 0.76
,,90_92, 0.95
,,92_94, 1.38
,,94_96, 1.30
,,96_98, 1.57
,,98_100, 1.01
,,100_102, 0.87
,,102_104, 0.97
,,104_106, 1.21
,,106_108, 1.36
,,108_110, 0.66
,,110_112, 1.50
,,112_114, 1.03
,,114_116, 0.75
,,116_118, 0.74
,,118_120, 0.94
,,120_122, 0.52
,,122_124, 0.60
,,124_126, 0.71
,,126_128, 0.70
,,128_130, 1.55
,,130_132, 0.88
,,132_134, 0.69
,,134_136, 1.21
,,136_138, 0.90
,,138_140, 0.73
,,140_142, 1.88
,,142_144, 1.55
,,144_146, 0.73
,,146_148, 1.02
,,148_150, 0.73
,,150_152, 1.08
,,152_154, 1.59
,,154_156, 0.96
,,156_158, 1.42
,,158_160, 0.91
,,160_162, 1.55
,,162_164, 1.26
,,164_166, 0.87
,,166_168, 0.70
,,168_170, 0.91
,,170_172, 1.23
,,172_174, 1.27
,,174_176, 0.77
,,176_178, 0.92
,,178_180, 0.83
,,180_182, 1.52
,,182_184, 0.78
,,184_186, 1.25
,,186_188, 0.85
,,188_190, 1.09
,,190_192, 1.17
,,192_194, 0.96
,,194_196, 1.07
,,196_198, 0.99
,,198_200, 0.88
,,200_202, 1.08
,,202_204, 0.69
,,204_206, 1.25
,,206_208, 1.17
,,208_210, 0.73
,,210_212, 1.19
,,212_214, 1.20
,,214_216, 0.85
,,216_218, 0.78
,,218_220, 1.12
,,220_222, 0.73
,,222_224, 1.01
,,224_226, 0.94
,,226_228, 1.23
,,228_230, 1.05
,,230_232, 0.98
,,232_234, 0.92
,,234_236, 0.96
,,236_238, 1.12
,,238_240, 1.41
,,240_242, 1.01
,,242_244, 0.77
,,244_246, 0.96
,,246_248, 0.87
,,248_250, 1.00
,,250_252, 1.00
,,252_254, 0.98
,,254_256, 0.95
,,256_258, 0.92
,,258_260, 1.15
,,260_262, 0.84
,,262_264, 0.87
,,264_266, 1.03
,,266_268, 0.94
,,268_270, 1.13
,,270_272, 1.23
,,272_274, 1.14
,,274_276, 0.67
,,276_278, 1.09
,,278_280, 1.18
,,280_282, 0.82
,,282_284, 1.31
,,284_286, 0.95
,,286_288, 0.84
,,288_290, 0.92
,,290_292, 0.74
,,292_294, 1.00
,,294_296, 0.78
,,296_298, 0.93
,,298_300, 0.99
,,300_302, 0.93
,,302_304, 0.89
,,304_306, 0.90
,,306_308, 0.75
,,308_310, 1.16
,,310_312, 1.00
,,312_314, 1.08
,,314_316, 0.90
,,316_318, 1.07
,,318_320, 0.92
,,320_322, 0.86
,,322_324, 1.10
,,324_326, 1.14
,,326_328, 0.92
,,328_330, 1.27
,,330_332, 0.89
,,332_334, 1.14
,,334_336, 1.03
,,336_338, 0.89
,,338_340, 1.37
,,340_342, 1.09
,,342_344, 0.81
,,344_346, 1.20
,,346_348, 0.90
,,348_350, 1.13
,,350_352, 0.86
,,352_354, 0.97
,,354_356, 0.96
,,356_358, 1.29
,,358_360, 1.39
,,360_362, 0.82
,,362_364, 1.01
,,364_366, 1.04
,,366_368, 1.01
,,368_370, 1.14
,,370_372, 1.08
,,372_374, 0.96
,,374_376, 1.07
,,376_378, 1.06
,,378_380, 0.95
,,380_382, 1.06
,,382_384, 1.24
,,384_386, 1.03
,,386_388, 0.84
,,388_390, 1.22
,,390_392, 1.02
,,392_394, 0.85
,,394_396, 0.91
,,396_398, 1.01
,,398_400, 0.89
,,400_402, 0.86
,,402_404, 0.93
,,404_406, 0.89
,,406_408, 1.45
,,408_410, 1.03
,,410_412, 0.92
,,412_414, 1.14
,,414_416, 0.93
,,416_418, 0.97
,,418_420, 1.10
,,420_422, 1.12
,,422_424, 1.02
,,424_426, 1.07
,,426_428, 0.88
,,428_430, 0.94
,,430_432, 0.90
,,432_434, 0.94
,,434_436, 1.01
,,436_438, 1.06
,,438_440, 1.11
,,440_442, 1.09
,,442_444, 1.03
,,444_446, 1.14
,,446_448, 0.92
,,448_450, 1.04
,,450_452, 0.84
,,452_454, 0.83
,,454_456, 0.95
,,456_458, 0.81
,,458_460, 0.93
,,460_462, 0.90
,,462_464, 1.18
,,464_466, 1.00
,,466_468, 1.28
,,468_470, 0.83
,,470_472, 0.87
,,472_474, 1.08
,,474_476, 0.91
,,476_478, 0.97
,,478_480, 1.14
,,480_482, 0.82
,,482_484, 0.71
,,484_486, 1.09
,,486_488, 0.72
,,488_490, 1.04
,,490_492, 0.97
,,492_494, 0.98
,,494_496, 1.06
,,496_498, 0.88
,,498_500, 0.80
,,500_502, 0.75
,,502_504, 1.41
,,504_506, 0.66
,,506_508, 0.80
,,508_510, 0.94
,,510_512, 0.92
,,512_514, 0.63
,,514_516, 1.64
,,516_518, 1.13
,,518_520, 0.81
,,520_522, 1.93
,,522_524, 1.58
,,524_526, 0.61
,,526_528, 1.10
,,528_530, 1.07
,,530_532, 1.31
,,532_534, 1.18
,,534_536, 1.63
,,536_538, 0.35
,,538_540, 0.47
,,540_542, 0.51
,,542_544, 2.60
,,544_546, 2.59
,,546_548, 0.20
,,548_550, 1.08
,,550_552, 1.04
,,554_556, 0.99
Category,Travel Time Bin (2 min Interval),Travel Time Per Mile STD (min/mile),
,,0_2, 0.51
,,2_4, 0.80
,,4_6, 1.59
,,6_8, 2.51
,,8_10, 3.72
,,10_12, 4.65
,,12_14, 5.69
,,14_16, 6.51
,,16_18, 7.40
,,18_20, 9.05
,,20_22, 9.06
,,22_24, 9.48
,,24_26,10.44
,,26_28,10.42
,,28_30,11.80
,,30_32,12.93
,,32_34,14.12
,,34_36,13.61
,,36_38,14.48
,,38_40,16.16
,,40_42,15.96
,,42_44,16.24
,,44_46,14.53
,,46_48,15.43
,,48_50,16.28
,,50_52,16.90
,,52_54,16.34
,,54_56,17.60
,,56_58,20.26
,,58_60,22.14
,,60_62,18.58
,,62_64,22.94
,,64_66,24.52
,,66_68,28.11
,,68_70,27.04
,,70_72,30.86
,,72_74,30.83
,,74_76,34.60
,,76_78,35.32
,,78_80,41.00
,,80_82,40.27
,,82_84,37.91
,,84_86,35.65
,,86_88,35.43
,,88_90,41.61
,,90_92,37.60
,,92_94,42.32
,,94_96,40.77
,,96_98,41.42
,,98_100,52.78
,,100_102,55.97
,,102_104,49.02
,,104_106,44.88
,,106_108,45.37
,,108_110,61.82
,,110_112,67.84
,,112_114,74.16
,,114_116,75.01
,,116_118,82.60
,,118_120,63.56
,,120_122,75.07
,,122_124,75.80
,,124_126,90.80
,,126_128,89.71
,,128_130,95.23
,,130_132,60.48
,,132_134,66.10
,,134_136,70.41
,,136_138,74.02
,,138_140,93.38
,,140_142,93.77
,,142_144,82.66
,,144_146,91.30
,,146_148,89.89
,,148_150,74.67
,,150_152,84.10
,,152_154,85.97
,,154_156,98.65
,,156_158,98.09
,,158_160,96.83
,,160_162,88.31
,,162_164,87.01
,,164_166,95.52
,,166_168,84.61
,,168_170,75.95
,,170_172,94.01
,,172_174,96.06
,,174_176,84.44
,,176_178,96.58
,,178_180,91.66
,,180_182,90.40
,,182_184,66.08
,,184_186,85.44
,,186_188,90.18
,,188_190,81.86
,,190_192,78.94
,,192_194,107.70
,,194_196,95.04
,,196_198,80.21
,,198_200,88.84
,,200_202,100.69
,,202_204,85.36
,,204_206,92.89
,,206_208,95.65
,,208_210,95.41
,,210_212,109.45
,,212_214,86.87
,,214_216,85.42
,,216_218,96.31
,,218_220,112.05
,,220_222,88.75
,,222_224,109.21
,,224_226,98.88
,,226_228,102.45
,,228_230,106.14
,,230_232,96.75
,,232_234,114.78
,,234_236,111.09
,,236_238,106.41
,,238_240,90.30
,,240_242,96.74
,,242_244,96.77
,,244_246,91.75
,,246_248,104.60
,,248_250,107.60
,,250_252,99.89
,,252_254,104.43
,,254_256,106.23
,,256_258,116.67
,,258_260,115.93
,,260_262,118.44
,,262_264,118.08
,,264_266,115.31
,,266_268,114.97
,,268_270,118.55
,,270_272,127.61
,,272_274,104.35
,,274_276,119.73
,,276_278,111.69
,,278_280,115.55
,,280_282,139.35
,,282_284,120.73
,,284_286,134.90
,,286_288,125.77
,,288_290,126.61
,,290_292,126.12
,,292_294,145.59
,,294_296,150.18
,,296_298,149.06
,,298_300,156.98
,,300_302,150.42
,,302_304,152.30
,,304_306,150.06
,,306_308,134.94
,,308_310,151.78
,,310_312,151.59
,,312_314,146.21
,,314_316,154.14
,,316_318,155.18
,,318_320,146.74
,,320_322,150.41
,,322_324,144.88
,,324_326,153.67
,,326_328,155.98
,,328_330,155.28
,,330_332,162.24
,,332_334,156.24
,,334_336,153.17
,,336_338,159.34
,,338_340,160.06
,,340_342,162.72
,,342_344,165.59
,,344_346,160.26
,,346_348,148.83
,,348_350,156.53
,,350_352,155.74
,,352_354,145.94
,,354_356,144.23
,,356_358,144.60
,,358_360,154.97
,,360_362,152.77
,,362_364,159.92
,,364_366,165.19
,,366_368,174.23
,,368_370,170.46
,,370_372,189.18
,,372_374,179.64
,,374_376,182.04
,,376_378,185.08
,,378_380,199.75
,,380_382,183.74
,,382_384,202.20
,,384_386,183.27
,,386_388,194.30
,,388_390,198.84
,,390_392,211.07
,,392_394,198.66
,,394_396,206.35
,,396_398,204.03
,,398_400,206.90
,,400_402,217.51
,,402_404,194.83
,,404_406,214.31
,,406_408,205.77
,,408_410,197.70
,,410_412,194.28
,,412_414,192.79
,,414_416,190.00
,,416_418,193.34
,,418_420,195.42
,,420_422,177.04
,,422_424,198.45
,,424_426,199.85
,,426_428,182.19
,,428_430,179.39
,,430_432,167.29
,,432_434,173.49
,,434_436,172.03
,,436_438,162.84
,,438_440,172.15
,,440_442,179.93
,,442_444,172.14
,,444_446,185.13
,,446_448,186.04
,,448_450,182.00
,,450_452,165.47
,,452_454,179.17
,,454_456,182.81
,,456_458,163.26
,,458_460,175.63
,,460_462,165.23
,,462_464,168.42
,,464_466,178.44
,,466_468,167.15
,,468_470,149.39
,,470_472,163.48
,,472_474,141.83
,,474_476,92.06
,,476_478,131.78
,,478_480,114.79
,,480_482,105.48
,,482_484,118.71
,,484_486,112.60
,,486_488,134.64
,,488_490,121.52
,,490_492,117.08
,,492_494,136.63
,,494_496,97.12
,,496_498,138.70
,,498_500,116.68
,,500_502,139.03
,,502_504,102.68
,,504_506,106.58
,,506_508,101.32
,,508_510,78.17
,,510_512,66.65
,,512_514,60.71
,,514_516,47.99
,,516_518,48.13
,,518_520,51.63
,,520_522,45.03
,,522_524,56.42
,,524_526,53.51
,,526_528,49.28
,,528_530,40.41
,,530_532,53.00
,,532_534,59.15
,,534_536,53.38
,,536_538,36.22
,,538_540,61.44
,,540_542,51.37
,,542_544,58.29
,,544_546,57.66
,,546_548,54.33
,,548_550,68.83
,,550_552,57.53
,,554_556,50.55
,,556_558,61.18
,,560_562,16.02
,,562_564,50.72
Category,Travel Time Bin (2 min Interval),95th Percentile Travel Time Per Mile (min/mile),
,,0_2, 3.18
,,2_4, 4.00
,,4_6, 6.57
,,6_8,10.87
,,8_10,14.80
,,10_12,17.80
,,12_14,21.90
,,14_16,23.81
,,16_18,27.89
,,18_20,32.37
,,20_22,33.32
,,22_24,36.34
,,24_26,39.06
,,26_28,42.20
,,28_30,46.11
,,30_32,49.08
,,32_34,52.77
,,34_36,54.89
,,36_38,58.26
,,38_40,62.20
,,40_42,65.35
,,42_44,60.23
,,44_46,50.78
,,46_48,52.44
,,48_50,55.11
,,50_52,57.09
,,52_54,61.44
,,54_56,61.91
,,56_58,76.58
,,58_60,93.26
,,60_62,67.93
,,62_64,87.94
,,64_66,103.45
,,66_68,107.27
,,68_70,97.78
,,70_72,114.93
,,72_74,116.52
,,74_76,129.89
,,76_78,123.96
,,78_80,139.02
,,80_82,142.10
,,82_84,134.14
,,84_86,148.01
,,86_88,140.11
,,88_90,143.38
,,90_92,145.03
,,92_94,149.26
,,94_96,152.50
,,96_98,155.96
,,98_100,173.38
,,100_102,177.03
,,102_104,166.00
,,104_106,167.39
,,106_108,170.97
,,108_110,204.59
,,110_112,192.96
,,112_114,230.23
,,114_116,230.88
,,116_118,234.75
,,118_120,224.01
,,120_122,241.58
,,122_124,245.70
,,124_126,261.74
,,126_128,258.41
,,128_130,270.71
,,130_132,248.50
,,132_134,264.72
,,134_136,269.62
,,136_138,274.71
,,138_140,281.25
,,140_142,281.86
,,142_144,282.73
,,144_146,294.34
,,146_148,299.27
,,148_150,297.11
,,150_152,301.37
,,152_154,304.95
,,154_156,311.31
,,156_158,316.58
,,158_160,321.28
,,160_162,321.05
,,162_164,230.41
,,164_166,330.33
,,166_168,269.99
,,168_170,274.57
,,170_172,341.72
,,172_174,346.42
,,174_176,347.98
,,176_178,353.92
,,178_180,357.87
,,180_182,360.50
,,182_184,199.94
,,184_186,249.22
,,186_188,257.71
,,188_190,249.22
,,190_192,252.52
,,192_194,297.32
,,194_196,300.64
,,196_198,265.99
,,198_200,268.81
,,200_202,269.94
,,202_204,278.97
,,204_206,224.06
,,206_208,277.57
,,208_210,288.01
,,210_212,299.09
,,212_214,285.29
,,214_216,235.71
,,216_218,291.92
,,218_220,295.03
,,220_222,241.81
,,222_224,299.50
,,224_226,302.47
,,226_228,305.68
,,228_230,251.23
,,230_232,244.36
,,232_234,314.54
,,234_236,316.61
,,236_238,250.90
,,238_240,260.20
,,240_242,261.92
,,242_244,264.57
,,244_246,258.17
,,246_248,269.40
,,248_250,277.11
,,250_252,277.59
,,252_254,280.24
,,254_256,282.11
,,256_258,286.10
,,258_260,287.32
,,260_262,313.82
,,262_264,291.90
,,264_266,317.51
,,266_268,296.19
,,268_270,298.54
,,270_272,301.22
,,272_274,302.70
,,274_276,305.80
,,276_278,307.35
,,278_280,309.22
,,280_282,492.49
,,282_284,495.36
,,284_286,500.43
,,286_288,460.59
,,288_290,464.33
,,290_292,509.58
,,292_294,513.77
,,294_296,517.62
,,296_298,520.82
,,298_300,524.63
,,300_302,527.69
,,302_304,531.77
,,304_306,534.66
,,306_308,537.84
,,308_310,541.83
,,310_312,545.88
,,312_314,548.41
,,314_316,552.19
,,316_318,555.98
,,318_320,559.04
,,320_322,562.11
,,322_324,565.37
,,324_326,569.68
,,326_328,572.91
,,328_330,576.58
,,330_332,579.83
,,332_334,583.48
,,334_336,587.27
,,336_338,590.42
,,338_340,593.82
,,340_342,597.39
,,342_344,601.91
,,344_346,604.20
,,346_348,607.31
,,348_350,610.84
,,350_352,614.63
,,352_354,617.80
,,354_356,621.34
,,356_358,624.38
,,358_360,629.38
,,360_362,632.13
,,362_364,635.78
,,364_366,639.12
,,366_368,643.67
,,368_370,646.96
,,370_372,650.70
,,372_374,653.72
,,374_376,657.57
,,376_378,660.58
,,378_380,665.28
,,380_382,667.66
,,382_384,671.92
,,384_386,674.88
,,386_388,678.02
,,388_390,682.23
,,390_392,686.18
,,392_394,689.41
,,394_396,692.74
,,396_398,696.23
,,398_400,699.40
,,400_402,703.39
,,402_404,706.08
,,404_406,710.52
,,406_408,713.35
,,408_410,716.05
,,410_412,719.17
,,412_414,722.82
,,414_416,726.20
,,416_418,729.76
,,418_420,733.25
,,420_422,675.06
,,422_424,740.11
,,424_426,743.58
,,426_428,684.68
,,428_430,687.00
,,430_432,689.39
,,432_434,692.77
,,434_436,696.31
,,436_438,698.54
,,438_440,702.18
,,440_442,706.00
,,442_444,708.59
,,444_446,712.25
,,446_448,715.46
,,448_450,718.82
,,450_452,721.07
,,452_454,725.40
,,454_456,728.63
,,456_458,629.43
,,458_460,648.72
,,460_462,636.05
,,462_464,622.04
,,464_466,743.71
,,466_468,627.69
,,468_470,536.37
,,470_472,632.67
,,472_474,513.10
,,474_476,354.06
,,476_478,403.39
,,478_480,357.12
,,480_482,398.96
,,482_484,391.95
,,484_486,432.14
,,486_488,394.87
,,488_490,336.37
,,490_492,437.84
,,492_494,439.39
,,494_496,408.90
,,496_498,538.21
,,498_500,540.51
,,500_502,543.47
,,502_504,415.39
,,504_506,448.83
,,506_508,391.65
,,508_510,252.39
,,510_512,287.01
,,512_514,262.45
,,514_516,250.65
,,516_518,227.41
,,518_520,257.03
,,520_522,257.84
,,522_524,209.49
,,524_526,268.46
,,526_528,221.71
,,528_530,191.81
,,530_532,233.28
,,532_534,233.99
,,534_536,234.39
,,536_538,225.54
,,538_540,236.29
,,540_542,226.94
,,542_544,228.39
,,544_546,239.41
,,546_548,205.94
,,548_550,231.05
,,550_552,249.64
,,552_554,187.23
,,554_556,233.49
,,556_558,234.43
,,558_560,234.81
,,560_562,236.00
,,562_564,236.77
,,564_566,237.24
,,566_568,191.68
,,568_570,146.52
,,572_574,139.04
,,576_578,148.84
,,582_584,141.34
,,584_586,103.91
Category,Travel Time Bin (2 min Interval),90th Percentile Travel Time Per Mile (min/mile),
,,0_2, 2.99
,,2_4, 3.26
,,4_6, 4.79
,,6_8, 6.77
,,8_10,10.31
,,10_12,13.37
,,12_14,14.44
,,14_16,17.14
,,16_18,18.48
,,18_20,29.32
,,20_22,23.10
,,22_24,25.28
,,24_26,27.50
,,26_28,28.66
,,28_30,31.55
,,30_32,34.38
,,32_34,36.35
,,34_36,37.13
,,36_38,40.65
,,38_40,44.11
,,40_42,44.71
,,42_44,47.66
,,44_46,41.81
,,46_48,41.52
,,48_50,49.78
,,50_52,52.02
,,52_54,40.13
,,54_56,44.31
,,56_58,56.97
,,58_60,64.51
,,60_62,49.91
,,62_64,69.04
,,64_66,67.67
,,66_68,77.65
,,68_70,76.01
,,70_72,96.57
,,72_74,95.90
,,74_76,119.62
,,76_78,121.73
,,78_80,127.25
,,80_82,129.27
,,82_84,131.49
,,84_86,93.70
,,86_88,100.62
,,88_90,137.97
,,90_92,104.98
,,92_94,133.01
,,94_96,135.25
,,96_98,137.32
,,98_100,159.22
,,100_102,175.99
,,102_104,163.92
,,104_106,116.60
,,106_108,150.28
,,108_110,174.68
,,110_112,176.98
,,112_114,196.49
,,114_116,227.19
,,116_118,231.77
,,118_120,155.79
,,120_122,171.82
,,122_124,168.60
,,124_126,249.89
,,126_128,254.25
,,128_130,260.81
,,130_132,185.56
,,132_134,204.32
,,134_136,189.10
,,136_138,271.18
,,138_140,276.82
,,140_142,279.63
,,142_144,197.02
,,144_146,287.80
,,146_148,291.76
,,148_150,280.00
,,150_152,212.88
,,152_154,243.74
,,154_156,303.31
,,156_158,211.96
,,158_160,220.46
,,160_162,216.27
,,162_164,219.50
,,164_166,266.41
,,166_168,223.80
,,168_170,184.07
,,170_172,240.81
,,172_174,278.96
,,174_176,207.72
,,176_178,251.78
,,178_180,215.75
,,180_182,242.50
,,182_184,192.11
,,184_186,194.50
,,186_188,197.46
,,188_190,200.26
,,190_192,228.89
,,192_194,260.37
,,194_196,230.57
,,196_198,215.52
,,198_200,217.17
,,200_202,220.35
,,202_204,234.99
,,204_206,219.02
,,206_208,242.67
,,208_210,227.62
,,210_212,282.89
,,212_214,232.11
,,214_216,227.37
,,216_218,229.59
,,218_220,239.03
,,220_222,235.83
,,222_224,236.12
,,224_226,245.29
,,226_228,247.51
,,228_230,241.61
,,230_232,230.85
,,232_234,313.87
,,234_236,314.94
,,236_238,249.31
,,238_240,240.54
,,240_242,253.95
,,242_244,256.38
,,244_246,240.04
,,246_248,260.81
,,248_250,275.71
,,250_252,273.88
,,252_254,266.82
,,254_256,269.46
,,256_258,285.88
,,258_260,282.32
,,260_262,288.55
,,262_264,290.15
,,264_266,294.75
,,266_268,295.59
,,268_270,297.84
,,270_272,299.90
,,272_274,301.51
,,274_276,305.41
,,276_278,292.90
,,278_280,294.01
,,280_282,312.15
,,282_284,314.87
,,284_286,457.21
,,286_288,329.57
,,288_290,331.32
,,290_292,333.69
,,292_294,470.46
,,294_296,515.72
,,296_298,480.01
,,298_300,522.72
,,300_302,482.87
,,302_304,486.41
,,304_306,489.57
,,306_308,490.81
,,308_310,496.30
,,310_312,543.67
,,312_314,500.74
,,314_316,505.54
,,316_318,509.00
,,318_320,509.59
,,320_322,513.62
,,322_324,370.98
,,324_326,520.04
,,326_328,523.49
,,328_330,527.19
,,330_332,530.05
,,332_334,532.06
,,334_336,536.23
,,336_338,539.14
,,338_340,542.66
,,340_342,545.94
,,342_344,550.42
,,344_346,552.09
,,346_348,396.64
,,348_350,557.44
,,350_352,561.45
,,352_354,390.67
,,354_356,391.90
,,356_358,392.97
,,358_360,573.35
,,360_362,413.52
,,362_364,579.99
,,364_366,583.33
,,366_368,587.16
,,368_370,589.45
,,370_372,595.70
,,372_374,596.82
,,374_376,601.89
,,376_378,604.47
,,378_380,663.54
,,380_382,609.89
,,382_384,670.18
,,384_386,616.28
,,386_388,620.76
,,388_390,680.52
,,390_392,684.74
,,392_394,630.74
,,394_396,691.48
,,396_398,636.73
,,398_400,645.79
,,400_402,701.90
,,402_404,645.12
,,404_406,708.84
,,406_408,652.37
,,408_410,654.55
,,410_412,657.71
,,412_414,659.88
,,414_416,636.49
,,416_418,666.83
,,418_420,669.54
,,420_422,466.46
,,422_424,676.29
,,424_426,679.44
,,426_428,488.28
,,428_430,476.91
,,430_432,474.97
,,432_434,478.30
,,434_436,480.32
,,436_438,457.63
,,438_440,475.91
,,440_442,488.94
,,442_444,480.26
,,444_446,508.96
,,446_448,513.08
,,448_450,487.76
,,450_452,373.99
,,452_454,474.21
,,454_456,405.57
,,456_458,396.53
,,458_460,479.81
,,460_462,373.36
,,462_464,391.81
,,464_466,487.42
,,466_468,378.48
,,468_470,386.83
,,470_472,352.05
,,472_474,325.16
,,474_476,254.40
,,476_478,327.81
,,478_480,281.11
,,480_482,314.99
,,482_484,316.78
,,484_486,318.47
,,486_488,334.78
,,488_490,287.27
,,490_492,288.43
,,492_494,252.64
,,494_496,243.52
,,496_498,263.34
,,498_500,292.21
,,500_502,268.98
,,502_504,249.48
,,504_506,248.86
,,506_508,249.43
,,508_510,218.60
,,510_512,224.62
,,512_514,249.54
,,514_516,215.76
,,516_518,206.21
,,518_520,227.48
,,520_522,183.13
,,522_524,208.31
,,524_526,229.79
,,526_528,221.19
,,528_530,179.03
,,530_532,233.27
,,532_534,233.68
,,534_536,234.19
,,536_538,155.84
,,538_540,236.29
,,540_542,226.94
,,542_544,228.39
,,544_546,239.41
,,546_548,205.94
,,548_550,231.05
,,550_552,249.64
,,552_554,187.23
,,554_556,233.49
,,556_558,234.43
,,558_560,234.81
,,560_562,236.00
,,562_564,236.77
,,564_566,237.24
,,566_568,191.68
,,568_570,146.52
,,572_574,139.04
,,576_578,148.84
,,582_584,141.34
,,584_586,103.91
Category,Travel Time Bin (2 min Interval),80th Percentile Travel Time Per Mile (min/mile),
,,0_2, 2.90
,,2_4, 2.86
,,4_6, 3.03
,,6_8, 3.81
,,8_10, 4.93
,,10_12, 5.54
,,12_14, 8.58
,,14_16,12.05
,,16_18,13.98
,,18_20,15.29
,,20_22,22.59
,,22_24,22.70
,,24_26,24.77
,,26_28,22.83
,,28_30,24.91
,,30_32,31.18
,,32_34,32.11
,,34_36,27.95
,,36_38,25.41
,,38_40,27.62
,,40_42,28.99
,,42_44,30.84
,,44_46,28.52
,,46_48,31.99
,,48_50,32.69
,,50_52,30.40
,,52_54,26.54
,,54_56,31.17
,,56_58,32.95
,,58_60,40.46
,,60_62,35.31
,,62_64,43.04
,,64_66,36.51
,,66_68,59.17
,,68_70,58.11
,,70_72,51.25
,,72_74,50.72
,,74_76,68.75
,,76_78,75.11
,,78_80,83.73
,,80_82,83.75
,,82_84,86.74
,,84_86,58.61
,,86_88,68.79
,,88_90,73.34
,,90_92,63.11
,,92_94,98.86
,,94_96,95.04
,,96_98,86.43
,,98_100,113.55
,,100_102,160.81
,,102_104,117.06
,,104_106,72.89
,,106_108,106.66
,,108_110,114.73
,,110_112,126.25
,,112_114,159.09
,,114_116,125.97
,,116_118,161.39
,,118_120,106.09
,,120_122,161.27
,,122_124,131.41
,,124_126,194.38
,,126_128,144.43
,,128_130,241.69
,,130_132,142.90
,,132_134,156.18
,,134_136,146.47
,,136_138,174.39
,,138_140,192.54
,,140_142,154.58
,,142_144,155.29
,,144_146,192.49
,,146_148,158.40
,,148_150,174.65
,,150_152,162.78
,,152_154,183.00
,,154_156,203.93
,,156_158,169.24
,,158_160,170.27
,,160_162,173.08
,,162_164,176.27
,,164_166,181.33
,,166_168,179.28
,,168_170,177.09
,,170_172,204.39
,,172_174,189.05
,,174_176,183.43
,,176_178,188.11
,,178_180,188.17
,,180_182,193.72
,,182_184,190.50
,,184_186,193.76
,,186_188,195.81
,,188_190,197.87
,,190_192,201.03
,,192_194,204.44
,,194_196,194.88
,,196_198,193.12
,,198_200,193.61
,,200_202,201.88
,,202_204,214.46
,,204_206,200.77
,,206_208,209.40
,,208_210,205.31
,,210_212,210.97
,,212_214,212.42
,,214_216,210.33
,,216_218,212.18
,,218_220,214.86
,,220_222,215.62
,,222_224,217.27
,,224_226,236.80
,,226_228,184.80
,,228_230,223.62
,,230_232,178.11
,,232_234,245.52
,,234_236,230.28
,,236_238,188.55
,,238_240,172.22
,,240_242,187.96
,,242_244,197.71
,,244_246,198.73
,,246_248,201.01
,,248_250,251.90
,,250_252,245.93
,,252_254,173.89
,,254_256,221.03
,,256_258,280.40
,,258_260,258.85
,,260_262,274.73
,,262_264,263.04
,,264_266,292.66
,,266_268,281.80
,,268_270,284.54
,,270_272,298.75
,,272_274,288.26
,,274_276,303.69
,,276_278,190.29
,,278_280,191.91
,,280_282,295.40
,,282_284,313.02
,,284_286,299.73
,,286_288,287.45
,,288_290,288.95
,,290_292,305.95
,,292_294,317.74
,,294_296,326.82
,,296_298,329.06
,,298_300,331.58
,,300_302,332.68
,,302_304,329.73
,,304_306,330.53
,,306_308,220.74
,,308_310,303.01
,,310_312,336.87
,,312_314,340.52
,,314_316,342.58
,,316_318,348.48
,,318_320,351.55
,,320_322,348.30
,,322_324,323.83
,,324_326,353.56
,,326_328,355.38
,,328_330,356.67
,,330_332,363.92
,,332_334,361.66
,,334_336,350.68
,,336_338,365.56
,,338_340,366.94
,,340_342,370.40
,,342_344,372.83
,,344_346,373.82
,,346_348,273.70
,,348_350,317.34
,,350_352,290.21
,,352_354,244.33
,,354_356,233.11
,,356_358,234.55
,,358_360,257.59
,,360_362,248.47
,,362_364,260.49
,,364_366,262.96
,,366_368,265.11
,,368_370,284.80
,,370_372,298.23
,,372_374,302.36
,,374_376,298.40
,,376_378,313.10
,,378_380,417.10
,,380_382,315.50
,,382_384,415.60
,,384_386,318.73
,,386_388,404.68
,,388_390,423.06
,,390_392,431.93
,,392_394,425.54
,,394_396,413.19
,,396_398,430.48
,,398_400,433.82
,,400_402,444.87
,,402_404,359.28
,,404_406,438.89
,,406_408,442.37
,,408_410,374.50
,,410_412,356.44
,,412_414,374.51
,,414_416,328.53
